teama_maps,teama_kddiff,teama_kdr,teama_rtg,teama_ct_rw,teama_ct_opk,teama_ct_multik,teama_ct_5v4,teama_ct_4v5,teama_ct_trd,teama_ct_adr,teama_ct_fa,teama_t_rw,teama_t_opk,teama_t_multik,teama_t_5v4,teama_t_4v5,teama_t_trd,teama_t_adr,teama_t_fa,teama_ct_pistol_rw,teama_ct_pistol_r2conv,teama_ct_pistol_r2brk,teama_t_pistol_rw,teama_t_pistol_r2conv,teama_t_pistol_r2brk,teamb_maps,teamb_kddiff,teamb_kdr,teamb_rtg,teamb_ct_rw,teamb_ct_opk,teamb_ct_multik,teamb_ct_5v4,teamb_ct_4v5,teamb_ct_trd,teamb_ct_adr,teamb_ct_fa,teamb_t_rw,teamb_t_opk,teamb_t_multik,teamb_t_5v4,teamb_t_4v5,teamb_t_trd,teamb_t_adr,teamb_t_fa,teamb_ct_pistol_rw,teamb_ct_pistol_r2conv,teamb_ct_pistol_r2brk,teamb_t_pistol_rw,teamb_t_pistol_r2conv,teamb_t_pistol_r2brk,match_winner
74.0,-17.0,1.0,1.04,0.5529999999999999,0.5820000000000001,0.9,0.737,0.297,0.177,37.6,0.26,0.44,0.413,0.67,0.7040000000000001,0.254,0.19399999999999998,13.0,0.24,0.527,0.897,0.314,0.541,0.775,0.11800000000000001,79.0,58.0,1.01,1.03,0.564,0.595,0.92,0.737,0.312,0.188,32.2,0.18,0.455,0.41600000000000004,0.67,0.703,0.27899999999999997,0.195,10.9,0.25,0.494,0.846,0.3,0.506,0.75,0.256,1.0
105.0,13.0,1.0,1.03,0.552,0.5920000000000001,0.91,0.738,0.28300000000000003,0.17800000000000002,27.9,0.19,0.45799999999999996,0.444,0.72,0.6890000000000001,0.272,0.182,13.6,0.26,0.467,0.816,0.161,0.505,0.792,0.115,70.0,461.0,1.08,1.08,0.601,0.616,0.95,0.762,0.34299999999999997,0.195,27.7,0.2,0.475,0.424,0.69,0.731,0.287,0.195,14.2,0.27,0.643,0.9329999999999999,0.32,0.5710000000000001,0.85,0.233,1.0
65.0,779.0,1.15,1.13,0.618,0.639,0.97,0.7909999999999999,0.315,0.2,30.8,0.23,0.502,0.444,0.73,0.741,0.312,0.2,14.0,0.24,0.708,0.848,0.316,0.631,0.8540000000000001,0.083,85.0,-279.0,0.96,1.01,0.532,0.584,0.87,0.726,0.262,0.18100000000000002,32.9,0.18,0.445,0.39899999999999997,0.68,0.722,0.26,0.198,15.4,0.27,0.494,0.833,0.11599999999999999,0.447,0.868,0.191,0.0
76.0,56.0,1.01,1.03,0.57,0.604,0.93,0.7390000000000001,0.314,0.18899999999999997,31.7,0.19,0.446,0.414,0.65,0.693,0.272,0.193,10.5,0.25,0.5,0.8420000000000001,0.316,0.48700000000000004,0.757,0.256,58.0,-173.0,0.97,1.03,0.574,0.602,0.87,0.742,0.318,0.196,28.2,0.28,0.435,0.408,0.67,0.6859999999999999,0.263,0.203,16.2,0.26,0.466,0.778,0.065,0.552,0.8440000000000001,0.038,0.0
71.0,-10.0,1.0,1.04,0.563,0.584,0.91,0.745,0.307,0.17600000000000002,37.8,0.26,0.433,0.40399999999999997,0.67,0.703,0.25,0.191,12.3,0.24,0.5489999999999999,0.897,0.312,0.535,0.763,0.121,45.0,140.0,1.04,1.06,0.568,0.6,0.92,0.738,0.315,0.205,27.3,0.16,0.46799999999999997,0.42100000000000004,0.7,0.7,0.299,0.18899999999999997,15.0,0.18,0.667,0.833,0.067,0.42200000000000004,0.9470000000000001,0.308,1.0
57.0,106.0,1.02,1.04,0.5920000000000001,0.595,0.96,0.7490000000000001,0.364,0.203,33.2,0.24,0.42700000000000005,0.40299999999999997,0.68,0.701,0.242,0.20800000000000002,15.9,0.31,0.544,0.968,0.077,0.526,0.9,0.07400000000000001,60.0,163.0,1.03,1.05,0.583,0.608,0.94,0.73,0.354,0.182,34.7,0.22,0.45899999999999996,0.45899999999999996,0.68,0.71,0.245,0.183,13.8,0.27,0.517,0.774,0.24100000000000002,0.433,0.846,0.353,0.0
73.0,-47.0,0.99,1.04,0.562,0.581,0.9,0.747,0.305,0.17600000000000002,38.2,0.26,0.425,0.401,0.67,0.6940000000000001,0.244,0.187,12.2,0.24,0.5479999999999999,0.9,0.33299999999999996,0.521,0.763,0.14300000000000002,62.0,720.0,1.14,1.12,0.617,0.636,0.97,0.794,0.31,0.2,31.2,0.23,0.498,0.44299999999999995,0.72,0.738,0.309,0.2,14.0,0.24,0.6940000000000001,0.8370000000000001,0.316,0.629,0.846,0.087,1.0
44.0,125.0,1.03,1.06,0.5720000000000001,0.602,0.92,0.74,0.319,0.205,26.9,0.16,0.46,0.42200000000000004,0.69,0.693,0.289,0.187,14.7,0.18,0.682,0.833,0.071,0.409,0.9440000000000001,0.308,56.0,-118.0,0.98,1.03,0.575,0.605,0.87,0.737,0.327,0.19399999999999998,28.0,0.28,0.44299999999999995,0.41600000000000004,0.68,0.691,0.267,0.20600000000000002,16.6,0.27,0.46399999999999997,0.769,0.067,0.5710000000000001,0.8440000000000001,0.042,0.0
99.0,101.0,1.01,1.04,0.556,0.595,0.92,0.74,0.287,0.18100000000000002,28.2,0.18,0.46299999999999997,0.45,0.73,0.69,0.278,0.183,13.7,0.26,0.485,0.812,0.17600000000000002,0.505,0.8,0.122,82.0,321.0,1.04,1.06,0.59,0.604,0.94,0.753,0.342,0.18100000000000002,28.9,0.17,0.46299999999999997,0.42200000000000004,0.69,0.725,0.271,0.18600000000000003,16.9,0.23,0.488,0.85,0.33299999999999996,0.439,0.917,0.239,0.0
62.0,720.0,1.14,1.12,0.617,0.636,0.97,0.794,0.31,0.2,31.2,0.23,0.498,0.44299999999999995,0.72,0.738,0.309,0.2,14.0,0.24,0.6940000000000001,0.8370000000000001,0.316,0.629,0.846,0.087,59.0,169.0,1.03,1.05,0.583,0.608,0.94,0.73,0.355,0.182,34.4,0.22,0.46,0.457,0.69,0.715,0.245,0.184,13.9,0.27,0.525,0.774,0.25,0.441,0.846,0.364,0.0
66.0,390.0,1.07,1.07,0.597,0.616,0.94,0.757,0.34,0.191,27.9,0.2,0.473,0.419,0.69,0.726,0.29,0.196,14.5,0.26,0.636,0.929,0.33299999999999996,0.561,0.838,0.24100000000000002,82.0,321.0,1.04,1.06,0.59,0.604,0.94,0.753,0.342,0.18100000000000002,28.9,0.17,0.46299999999999997,0.42200000000000004,0.69,0.725,0.271,0.18600000000000003,16.9,0.23,0.488,0.85,0.33299999999999996,0.439,0.917,0.239,1.0
82.0,-219.0,0.97,1.02,0.536,0.585,0.88,0.7290000000000001,0.266,0.183,32.9,0.18,0.449,0.40299999999999997,0.68,0.727,0.26,0.198,15.3,0.27,0.5,0.8290000000000001,0.122,0.46299999999999997,0.868,0.205,74.0,3.0,1.0,1.02,0.565,0.598,0.92,0.736,0.311,0.188,31.2,0.19,0.446,0.41200000000000003,0.65,0.687,0.276,0.192,10.6,0.25,0.486,0.833,0.316,0.486,0.75,0.263,0.0
56.0,100.0,1.02,1.04,0.591,0.598,0.96,0.7490000000000001,0.359,0.204,33.4,0.24,0.42700000000000005,0.40399999999999997,0.68,0.7,0.24100000000000002,0.209,15.7,0.31,0.536,0.9670000000000001,0.077,0.518,0.897,0.07400000000000001,56.0,-118.0,0.98,1.03,0.575,0.605,0.87,0.737,0.327,0.19399999999999998,28.0,0.28,0.44299999999999995,0.41600000000000004,0.68,0.691,0.267,0.20600000000000002,16.6,0.27,0.46399999999999997,0.769,0.067,0.5710000000000001,0.8440000000000001,0.042,0.0
91.0,119.0,1.01,1.04,0.57,0.602,0.91,0.754,0.292,0.177,28.0,0.18,0.45899999999999996,0.433,0.68,0.696,0.278,0.18899999999999997,16.1,0.22,0.505,0.7829999999999999,0.311,0.462,0.905,0.22399999999999998,69.0,357.0,1.06,1.07,0.591,0.605,0.95,0.758,0.335,0.19399999999999998,27.3,0.21,0.47,0.41200000000000003,0.68,0.742,0.27899999999999997,0.19399999999999998,14.2,0.25,0.652,0.9109999999999999,0.45799999999999996,0.551,0.8420000000000001,0.226,1.0
50.0,142.0,1.03,1.05,0.561,0.59,0.89,0.742,0.302,0.19399999999999998,27.1,0.16,0.48100000000000004,0.446,0.72,0.72,0.28800000000000003,0.182,15.5,0.19,0.6,0.833,0.1,0.44,0.9470000000000001,0.24100000000000002,65.0,323.0,1.06,1.07,0.591,0.603,0.95,0.755,0.342,0.192,27.3,0.2,0.466,0.414,0.67,0.735,0.276,0.19399999999999998,14.2,0.25,0.6459999999999999,0.905,0.478,0.5539999999999999,0.861,0.24100000000000002,1.0
89.0,227.0,1.03,1.05,0.5770000000000001,0.602,0.92,0.759,0.303,0.18,27.8,0.18,0.46799999999999997,0.43700000000000006,0.69,0.698,0.28800000000000003,0.19,16.2,0.21,0.506,0.778,0.295,0.483,0.907,0.239,90.0,-300.0,0.96,1.0,0.5429999999999999,0.5710000000000001,0.87,0.742,0.281,0.17800000000000002,33.1,0.17,0.435,0.401,0.67,0.7140000000000001,0.24600000000000002,0.192,15.1,0.26,0.478,0.767,0.222,0.456,0.805,0.22399999999999998,0.0
62.0,862.0,1.17,1.14,0.63,0.6509999999999999,1.0,0.794,0.327,0.21,30.4,0.22,0.501,0.452,0.71,0.741,0.304,0.205,14.1,0.25,0.6940000000000001,0.86,0.474,0.597,0.892,0.12,63.0,310.0,1.06,1.07,0.589,0.606,0.95,0.75,0.342,0.19,27.3,0.21,0.467,0.41700000000000004,0.67,0.735,0.27399999999999997,0.195,14.2,0.25,0.6509999999999999,0.902,0.5,0.5710000000000001,0.861,0.222,1.0
48.0,155.0,1.04,1.06,0.561,0.586,0.9,0.745,0.304,0.192,27.0,0.15,0.488,0.444,0.73,0.723,0.299,0.182,16.0,0.19,0.583,0.857,0.1,0.43799999999999994,0.9440000000000001,0.25,92.0,-422.0,0.95,1.01,0.547,0.585,0.89,0.72,0.305,0.17800000000000002,34.2,0.23,0.406,0.402,0.64,0.6779999999999999,0.223,0.18899999999999997,15.6,0.27,0.457,0.7859999999999999,0.08,0.424,0.821,0.057,0.0
91.0,-235.0,0.97,1.01,0.5489999999999999,0.573,0.88,0.741,0.294,0.18100000000000002,33.1,0.17,0.43700000000000006,0.40399999999999997,0.68,0.715,0.24600000000000002,0.192,15.2,0.26,0.484,0.773,0.244,0.451,0.805,0.2,56.0,-110.0,0.98,1.03,0.575,0.595,0.89,0.737,0.33799999999999997,0.184,27.7,0.3,0.43,0.401,0.65,0.685,0.259,0.213,16.9,0.28,0.41100000000000003,0.7829999999999999,0.121,0.607,0.794,0.045,0.0
55.0,-105.0,0.98,1.01,0.526,0.5770000000000001,0.84,0.73,0.247,0.145,26.0,0.15,0.44799999999999995,0.41200000000000003,0.68,0.7020000000000001,0.26899999999999996,0.21,15.4,0.29,0.527,0.828,0.308,0.545,0.8,0.12,90.0,193.0,1.02,1.05,0.581,0.601,0.92,0.7609999999999999,0.31,0.18,28.4,0.18,0.461,0.43200000000000005,0.68,0.687,0.287,0.18899999999999997,15.7,0.22,0.489,0.795,0.304,0.489,0.8640000000000001,0.239,1.0
73.0,147.0,1.02,1.04,0.579,0.597,0.94,0.74,0.344,0.207,33.5,0.23,0.444,0.40700000000000003,0.67,0.711,0.26,0.207,13.9,0.29,0.562,0.951,0.031,0.452,0.818,0.175,54.0,-46.0,0.99,1.04,0.585,0.6,0.89,0.743,0.349,0.187,28.8,0.3,0.43,0.402,0.66,0.6940000000000001,0.251,0.215,16.7,0.28,0.426,0.7829999999999999,0.09699999999999999,0.611,0.7879999999999999,0.048,1.0
109.0,-277.0,0.97,1.02,0.517,0.562,0.86,0.716,0.263,0.18,25.0,0.24,0.45899999999999996,0.441,0.69,0.703,0.265,0.187,15.7,0.33,0.45,0.653,0.067,0.47700000000000004,0.75,0.105,89.0,-393.0,0.95,1.01,0.55,0.586,0.89,0.726,0.303,0.18,33.9,0.23,0.408,0.409,0.65,0.677,0.223,0.19,15.5,0.27,0.461,0.78,0.083,0.42700000000000005,0.816,0.059000000000000004,1.0
75.0,272.0,1.04,1.06,0.5579999999999999,0.5870000000000001,0.88,0.728,0.314,0.171,34.3,0.19,0.49700000000000005,0.42100000000000004,0.74,0.74,0.321,0.212,17.8,0.31,0.48,0.722,0.231,0.547,0.8540000000000001,0.265,87.0,131.0,1.02,1.04,0.578,0.599,0.92,0.763,0.301,0.179,28.5,0.18,0.457,0.43,0.67,0.6809999999999999,0.28600000000000003,0.18899999999999997,15.7,0.22,0.483,0.7859999999999999,0.311,0.483,0.857,0.244,1.0
76.0,200.0,1.03,1.04,0.583,0.599,0.93,0.741,0.34700000000000003,0.207,33.4,0.23,0.446,0.40399999999999997,0.68,0.7140000000000001,0.265,0.20800000000000002,13.8,0.29,0.541,0.95,0.08800000000000001,0.45899999999999996,0.8240000000000001,0.2,62.0,874.0,1.18,1.14,0.63,0.6459999999999999,0.99,0.7959999999999999,0.32799999999999996,0.21,30.3,0.22,0.498,0.44799999999999995,0.7,0.742,0.3,0.209,13.8,0.25,0.6609999999999999,0.902,0.47600000000000003,0.613,0.895,0.083,1.0
85.0,-399.0,0.95,1.0,0.545,0.583,0.89,0.722,0.298,0.177,33.7,0.22,0.413,0.39899999999999997,0.64,0.682,0.23399999999999999,0.187,15.6,0.26,0.447,0.789,0.085,0.41200000000000003,0.8,0.08,62.0,838.0,1.17,1.13,0.619,0.644,0.98,0.792,0.307,0.207,30.1,0.22,0.501,0.446,0.7,0.7440000000000001,0.305,0.20800000000000002,13.8,0.25,0.645,0.9,0.455,0.613,0.895,0.083,1.0
75.0,171.0,1.03,1.04,0.585,0.602,0.93,0.75,0.337,0.205,34.0,0.23,0.44299999999999995,0.39399999999999996,0.68,0.7170000000000001,0.264,0.207,13.1,0.28,0.534,0.9229999999999999,0.08800000000000001,0.466,0.794,0.231,82.0,-395.0,0.95,1.01,0.539,0.581,0.88,0.7140000000000001,0.297,0.177,33.8,0.21,0.42,0.40299999999999997,0.65,0.6809999999999999,0.244,0.187,15.7,0.26,0.42700000000000005,0.7709999999999999,0.085,0.439,0.8059999999999999,0.087,0.0
87.0,-232.0,0.97,1.02,0.5539999999999999,0.568,0.89,0.738,0.313,0.17300000000000001,39.0,0.22,0.41600000000000004,0.397,0.67,0.659,0.255,0.191,12.6,0.24,0.494,0.86,0.31,0.5760000000000001,0.5920000000000001,0.16699999999999998,60.0,-587.0,0.89,0.95,0.485,0.557,0.81,0.675,0.248,0.166,30.0,0.19,0.418,0.381,0.63,0.6809999999999999,0.255,0.19,18.0,0.27,0.467,0.7140000000000001,0.188,0.45,0.815,0.39399999999999996,0.0
85.0,-287.0,0.96,1.01,0.55,0.5670000000000001,0.88,0.736,0.305,0.172,39.2,0.22,0.41200000000000003,0.39399999999999996,0.66,0.657,0.252,0.19,12.6,0.24,0.48200000000000004,0.8540000000000001,0.31,0.5660000000000001,0.617,0.16699999999999998,61.0,-35.0,0.99,1.02,0.531,0.5820000000000001,0.86,0.723,0.263,0.154,27.9,0.17,0.457,0.41700000000000004,0.69,0.7120000000000001,0.273,0.204,15.8,0.29,0.525,0.8390000000000001,0.321,0.542,0.7809999999999999,0.111,1.0
50.0,-12.0,1.0,1.06,0.579,0.595,0.9,0.735,0.348,0.184,28.6,0.31,0.442,0.40299999999999997,0.66,0.71,0.261,0.22,17.4,0.29,0.42,0.762,0.10300000000000001,0.66,0.7879999999999999,0.059000000000000004,59.0,-68.0,0.99,1.02,0.529,0.584,0.85,0.721,0.259,0.155,28.0,0.17,0.45399999999999996,0.41100000000000003,0.68,0.71,0.27399999999999997,0.2,15.9,0.29,0.526,0.833,0.33299999999999996,0.526,0.8,0.111,1.0
47.0,18.0,1.0,1.06,0.5760000000000001,0.589,0.9,0.738,0.344,0.185,27.9,0.31,0.451,0.40700000000000003,0.67,0.718,0.267,0.22,17.4,0.3,0.40399999999999997,0.737,0.071,0.638,0.833,0.059000000000000004,60.0,-534.0,0.9,0.96,0.498,0.5489999999999999,0.83,0.698,0.256,0.171,31.8,0.19,0.42700000000000005,0.38299999999999995,0.64,0.682,0.26899999999999996,0.191,18.5,0.26,0.5,0.7,0.133,0.483,0.7929999999999999,0.387,0.0
45.0,-56.0,0.99,1.05,0.568,0.5770000000000001,0.9,0.737,0.33899999999999997,0.183,28.1,0.32,0.441,0.405,0.65,0.708,0.258,0.22,17.5,0.29,0.37799999999999995,0.765,0.071,0.622,0.821,0.059000000000000004,81.0,-216.0,0.97,1.02,0.552,0.5710000000000001,0.89,0.732,0.311,0.168,38.9,0.21,0.413,0.396,0.66,0.6579999999999999,0.252,0.191,12.1,0.24,0.494,0.85,0.308,0.57,0.6,0.17600000000000002,0.0
60.0,-451.0,0.92,0.97,0.504,0.542,0.83,0.7040000000000001,0.26899999999999996,0.175,32.5,0.19,0.44,0.396,0.65,0.6970000000000001,0.272,0.196,18.9,0.26,0.5,0.7,0.16699999999999998,0.517,0.774,0.379,53.0,-88.0,0.98,1.01,0.522,0.579,0.85,0.72,0.249,0.155,28.2,0.17,0.456,0.418,0.69,0.715,0.27,0.2,16.2,0.3,0.5489999999999999,0.857,0.304,0.5489999999999999,0.821,0.087,1.0
81.0,123.0,1.02,1.04,0.579,0.598,0.92,0.762,0.306,0.188,28.3,0.18,0.462,0.426,0.68,0.693,0.28800000000000003,0.19399999999999998,15.4,0.23,0.494,0.8,0.293,0.469,0.8420000000000001,0.27899999999999997,68.0,-320.0,0.95,1.0,0.51,0.5479999999999999,0.86,0.718,0.26,0.19699999999999998,26.7,0.3,0.449,0.419,0.69,0.6940000000000001,0.27,0.18899999999999997,14.7,0.33,0.456,0.742,0.18899999999999997,0.47100000000000003,0.7190000000000001,0.278,0.0
78.0,306.0,1.05,1.06,0.598,0.599,0.94,0.765,0.35,0.19,28.2,0.22,0.45399999999999996,0.40700000000000003,0.67,0.722,0.268,0.196,12.8,0.25,0.615,0.8959999999999999,0.467,0.551,0.833,0.171,57.0,237.0,1.05,1.06,0.556,0.5720000000000001,0.89,0.747,0.302,0.188,27.5,0.16,0.49,0.455,0.74,0.747,0.276,0.184,16.8,0.2,0.526,0.833,0.111,0.456,0.9129999999999999,0.25,0.0
77.0,-1.0,1.0,1.04,0.561,0.57,0.92,0.7490000000000001,0.313,0.193,30.8,0.19,0.46299999999999997,0.42700000000000005,0.67,0.696,0.289,0.203,12.2,0.25,0.506,0.821,0.237,0.506,0.6920000000000001,0.289,75.0,301.0,1.05,1.06,0.598,0.597,0.95,0.765,0.35100000000000003,0.193,28.0,0.23,0.455,0.409,0.67,0.721,0.26899999999999996,0.198,12.8,0.25,0.6,0.889,0.467,0.56,0.8540000000000001,0.182,1.0
54.0,242.0,1.05,1.07,0.5539999999999999,0.5670000000000001,0.89,0.746,0.305,0.185,27.3,0.16,0.495,0.461,0.75,0.7490000000000001,0.27699999999999997,0.183,16.8,0.2,0.519,0.821,0.077,0.48100000000000004,0.9129999999999999,0.276,78.0,100.0,1.01,1.04,0.581,0.598,0.91,0.768,0.303,0.187,28.2,0.18,0.45799999999999996,0.42100000000000004,0.68,0.688,0.289,0.19399999999999998,15.2,0.23,0.5,0.795,0.282,0.462,0.833,0.262,0.0
73.0,226.0,1.04,1.06,0.594,0.595,0.94,0.763,0.348,0.193,27.9,0.22,0.45,0.40700000000000003,0.66,0.716,0.266,0.198,12.9,0.25,0.589,0.907,0.467,0.5479999999999999,0.846,0.182,62.0,-237.0,0.96,1.01,0.517,0.562,0.87,0.721,0.258,0.198,27.3,0.31,0.45299999999999996,0.42,0.69,0.695,0.27399999999999997,0.193,14.0,0.34,0.452,0.7859999999999999,0.20600000000000002,0.452,0.75,0.294,0.0
78.0,86.0,1.01,1.04,0.563,0.568,0.91,0.754,0.312,0.19399999999999998,30.5,0.19,0.473,0.429,0.69,0.7070000000000001,0.297,0.205,12.4,0.25,0.526,0.805,0.243,0.513,0.675,0.263,51.0,257.0,1.06,1.07,0.552,0.5660000000000001,0.89,0.748,0.299,0.18600000000000003,27.5,0.17,0.498,0.465,0.76,0.742,0.28600000000000003,0.183,17.0,0.21,0.529,0.815,0.083,0.47100000000000003,0.905,0.28600000000000003,1.0
48.0,218.0,1.06,1.06,0.55,0.5720000000000001,0.88,0.748,0.287,0.183,27.1,0.17,0.495,0.455,0.75,0.746,0.285,0.18,16.7,0.21,0.5,0.792,0.083,0.45799999999999996,0.895,0.29600000000000004,60.0,-191.0,0.97,1.01,0.518,0.5660000000000001,0.87,0.7170000000000001,0.262,0.19899999999999998,27.2,0.31,0.45899999999999996,0.419,0.7,0.706,0.278,0.19399999999999998,14.1,0.34,0.467,0.7859999999999999,0.188,0.45,0.778,0.303,0.0
77.0,140.0,1.02,1.05,0.563,0.5760000000000001,0.91,0.752,0.306,0.192,29.9,0.18,0.48200000000000004,0.43,0.7,0.722,0.302,0.209,12.4,0.25,0.545,0.81,0.257,0.532,0.6829999999999999,0.306,73.0,76.0,1.01,1.04,0.586,0.599,0.92,0.769,0.312,0.18899999999999997,27.9,0.19,0.45399999999999996,0.42200000000000004,0.67,0.685,0.28300000000000003,0.19399999999999998,15.1,0.23,0.521,0.789,0.314,0.466,0.8240000000000001,0.256,1.0
69.0,225.0,1.04,1.06,0.601,0.599,0.95,0.769,0.353,0.19399999999999998,27.7,0.23,0.445,0.39899999999999997,0.67,0.706,0.26899999999999996,0.198,12.5,0.25,0.609,0.905,0.444,0.522,0.857,0.182,71.0,46.0,1.01,1.04,0.586,0.6,0.92,0.769,0.311,0.18899999999999997,27.7,0.19,0.44799999999999995,0.41700000000000004,0.67,0.68,0.28,0.192,15.2,0.22,0.521,0.784,0.294,0.465,0.818,0.237,1.0
78.0,177.0,1.03,1.06,0.5720000000000001,0.585,0.92,0.757,0.312,0.192,30.4,0.19,0.48100000000000004,0.42700000000000005,0.7,0.725,0.3,0.20800000000000002,12.4,0.24,0.551,0.8370000000000001,0.257,0.5379999999999999,0.7140000000000001,0.306,58.0,-147.0,0.97,1.02,0.519,0.568,0.88,0.72,0.259,0.201,27.5,0.32,0.46299999999999997,0.425,0.71,0.708,0.27899999999999997,0.198,14.2,0.35,0.44799999999999995,0.769,0.188,0.466,0.778,0.29,0.0
76.0,257.0,1.04,1.06,0.54,0.578,0.87,0.7170000000000001,0.297,0.172,32.6,0.19,0.502,0.424,0.74,0.743,0.32299999999999995,0.21600000000000003,18.1,0.32,0.48700000000000004,0.73,0.282,0.513,0.846,0.243,114.0,-345.0,0.97,1.01,0.508,0.5589999999999999,0.85,0.708,0.254,0.175,24.6,0.24,0.46299999999999997,0.44299999999999995,0.69,0.71,0.265,0.18600000000000003,15.4,0.33,0.46399999999999997,0.654,0.1,0.455,0.784,0.11699999999999999,1.0
82.0,405.0,1.05,1.07,0.5720000000000001,0.607,0.93,0.7240000000000001,0.341,0.193,32.5,0.21,0.47600000000000003,0.456,0.72,0.72,0.271,0.196,13.9,0.25,0.585,0.7709999999999999,0.265,0.47600000000000003,0.737,0.349,101.0,-67.0,0.99,1.02,0.562,0.584,0.9,0.752,0.298,0.187,32.3,0.18,0.447,0.4,0.68,0.7240000000000001,0.261,0.195,15.0,0.27,0.495,0.74,0.265,0.455,0.804,0.218,0.0
80.0,353.0,1.05,1.06,0.5670000000000001,0.603,0.92,0.722,0.33399999999999996,0.191,32.0,0.21,0.475,0.45299999999999996,0.72,0.7190000000000001,0.273,0.196,13.8,0.25,0.575,0.7609999999999999,0.265,0.488,0.737,0.341,112.0,-351.0,0.96,1.01,0.508,0.561,0.86,0.708,0.254,0.174,24.6,0.23,0.46,0.44299999999999995,0.68,0.7090000000000001,0.261,0.184,15.3,0.33,0.473,0.654,0.10300000000000001,0.455,0.78,0.11900000000000001,1.0
74.0,265.0,1.04,1.06,0.545,0.579,0.88,0.723,0.299,0.174,32.4,0.19,0.502,0.42100000000000004,0.74,0.7440000000000001,0.324,0.215,18.0,0.32,0.486,0.722,0.289,0.5,0.838,0.243,54.0,-73.0,0.98,1.03,0.531,0.57,0.89,0.7020000000000001,0.306,0.182,29.9,0.2,0.441,0.414,0.67,0.6890000000000001,0.267,0.18,12.4,0.23,0.5,0.846,0.26899999999999996,0.596,0.8059999999999999,0.28600000000000003,0.0
77.0,355.0,1.05,1.06,0.569,0.607,0.91,0.7240000000000001,0.331,0.192,32.1,0.2,0.47700000000000004,0.449,0.72,0.725,0.27399999999999997,0.196,13.7,0.25,0.5710000000000001,0.75,0.273,0.494,0.73,0.33299999999999996,71.0,259.0,1.04,1.06,0.544,0.581,0.88,0.723,0.29600000000000004,0.17300000000000001,32.6,0.19,0.501,0.42100000000000004,0.75,0.7440000000000001,0.324,0.21600000000000003,17.8,0.32,0.493,0.7140000000000001,0.278,0.479,0.853,0.243,1.0
99.0,-15.0,1.0,1.02,0.564,0.5870000000000001,0.9,0.7509999999999999,0.299,0.188,32.2,0.18,0.452,0.40299999999999997,0.69,0.73,0.263,0.196,15.0,0.27,0.485,0.75,0.265,0.465,0.804,0.226,51.0,-63.0,0.99,1.03,0.534,0.5720000000000001,0.89,0.703,0.31,0.183,30.1,0.2,0.441,0.41100000000000003,0.67,0.693,0.267,0.17800000000000002,12.2,0.23,0.531,0.846,0.261,0.5920000000000001,0.828,0.3,0.0
96.0,-28.0,1.0,1.02,0.5670000000000001,0.591,0.9,0.748,0.306,0.18899999999999997,31.7,0.18,0.447,0.39799999999999996,0.68,0.7240000000000001,0.261,0.19399999999999998,14.7,0.27,0.49,0.7659999999999999,0.255,0.45799999999999996,0.795,0.231,109.0,-352.0,0.96,1.01,0.506,0.565,0.85,0.706,0.247,0.174,23.8,0.23,0.46,0.441,0.68,0.713,0.258,0.183,15.2,0.32,0.467,0.66,0.105,0.45799999999999996,0.7759999999999999,0.12300000000000001,0.0
48.0,-45.0,0.99,1.03,0.544,0.579,0.91,0.705,0.324,0.18600000000000003,30.6,0.21,0.435,0.402,0.68,0.6779999999999999,0.272,0.179,12.1,0.23,0.5429999999999999,0.84,0.28600000000000003,0.5870000000000001,0.852,0.263,74.0,421.0,1.06,1.07,0.569,0.609,0.91,0.725,0.32899999999999996,0.191,32.0,0.2,0.48700000000000004,0.452,0.72,0.737,0.281,0.19699999999999998,14.0,0.25,0.568,0.738,0.281,0.514,0.73,0.33299999999999996,0.0
97.0,-106.0,0.99,1.02,0.5660000000000001,0.59,0.9,0.745,0.31,0.19,31.9,0.18,0.43700000000000006,0.397,0.68,0.7140000000000001,0.252,0.191,14.4,0.27,0.495,0.7709999999999999,0.255,0.44299999999999995,0.7909999999999999,0.222,68.0,195.0,1.03,1.05,0.5329999999999999,0.579,0.86,0.715,0.282,0.16699999999999998,32.2,0.19,0.502,0.419,0.75,0.7490000000000001,0.32299999999999995,0.218,17.8,0.32,0.47100000000000003,0.7190000000000001,0.278,0.485,0.848,0.257,0.0
107.0,-315.0,0.97,1.01,0.512,0.5670000000000001,0.85,0.71,0.253,0.17600000000000002,23.9,0.24,0.45899999999999996,0.439,0.68,0.7120000000000001,0.261,0.184,15.3,0.32,0.47600000000000003,0.66,0.109,0.457,0.7709999999999999,0.125,46.0,-66.0,0.98,1.03,0.542,0.58,0.91,0.7020000000000001,0.322,0.18100000000000002,31.0,0.22,0.43,0.409,0.67,0.6829999999999999,0.257,0.17800000000000002,12.1,0.23,0.568,0.84,0.21100000000000002,0.568,0.84,0.263,0.0
72.0,446.0,1.07,1.07,0.5720000000000001,0.605,0.91,0.7340000000000001,0.326,0.19399999999999998,31.9,0.21,0.489,0.45299999999999996,0.73,0.7390000000000001,0.282,0.198,14.2,0.25,0.583,0.738,0.3,0.5,0.7709999999999999,0.33299999999999996,81.0,151.0,1.02,1.05,0.598,0.5920000000000001,0.95,0.772,0.34600000000000003,0.19,27.8,0.23,0.444,0.389,0.65,0.732,0.259,0.191,12.9,0.26,0.605,0.878,0.43799999999999994,0.5429999999999999,0.86,0.18899999999999997,1.0
